topic_id,query,facet_id,facet_desc,question,question2_case,answer,history,distractor
65,Tell me about Korean language.,F0925,"Find a history of Hangul, the Korean writing system.",are you interested in schools in poterville,off_topic,"No, I want to learn about Hangul.","[{'question': 'are you looking for nearby classes', 'answer': 'no i want to read the history of hangul'}]",yes the homepage for the voyager learning programs
14,I'm interested in dinosaurs,F0159,"Go to the Discovery Channel's dinosaur site, which has pictures of dinosaurs and games.",are you looking for a specific web site about dinosaurs,similar_yes_yes,"Yes, I'd like to see the Discovery channels dinosaur website.","[{'question': 'are you looking for a dinosaur costume or game', 'answer': 'yes'}]",no i need the cass county mo budget for 2008
183,Tell me about kansas city mo,F0348,What hotels are near the Kansas City airport?,are you interested in visiting kansas city,similar_no_yes,"Ye, that's why I need hotel info.","[{'question': 'are you interested in upcomming events in kasas city mo', 'answer': 'no i need to know what hotels are near the kansas city airport'}]",yes i want to know where its native to
34,Tell me about cell phones.,F0789,What cell phone companies offer Motorola phones?,are you interested in a specific brand of cell phone,similar_no_yes,"Yes, specifically Motorola phones.","[{'question': 'were you looking for how cell phones work', 'answer': 'no i want to know what providers have motorola phones'}]",id like to know the different options for treating baldness
103,Tell me about madam cj walker,F0020,Find information about the business that C. J. Walker started.,would you like historical information on madam cj walker,similar_yes_yes,"Yes, and please include the name of the business that she started.","[{'question': 'do you want more information on the history of madam cj walker', 'answer': 'yes specifically information about the business that cj walker started'}]",yes the homepage for the voyager learning programs
196,Tell me information about a sore throat.,F0396,Find information on throat cancer.,would some analysis of hamlet be interesting to you,off_topic,"No, I want info on throat cancer please.","[{'question': 'are you wondering what causes sore throat', 'answer': 'no i would like any information on throat cancer'}]",yes but specifically in subject matter related to that day
154,figs,F0216,Find information on the different varieties of figs.,would you like to see a list of different kind of figs with images,similar_no_yes,Find information on the different varieties figs.,"[{'question': 'would you like to know where you can buy figs', 'answer': 'no i just want information on the variety of figs'}]",i need a map of the entire us capital
144,where can I buy a trombone?,F0175,information on where I could buy a new or used trombone,what year of volvo do you need information about,off_topic,"no, i am asking about trombones","[{'question': 'are you interested in selling or buying a trombone on amazon', 'answer': 'im looking for information about buying a used trombone'}]",yes
47,Tell me more about USA tax for annuity,F0841,What is an indexed annuity? What are their advantages and disadvantages? What kinds of indexed annuities are there?,do you want to know how much an indexed annuity would cost,similar_yes_yes,"sure, and also what is an indexed annuity?","[{'question': 'would you like to know the advantages and disadvantages of a indexed annuity', 'answer': 'yes'}]",yes where can i purchase a rock and roll poster
22,I'm looking for information on Rick Warren.,F0500,I want to see articles and web pages about the controversy over Rick Warren's invocation at the Obama inauguration.,are you trying to find more information about rick warren,similar_no_yes,"Yes, about his invocation at Obama's Inauguration.","[{'question': 'are you wanting to see videos by the pastor', 'answer': 'no i am looking for articles about him in regards to his invocation and president obamas inauguration'}]",no
58,Find information about penguins.,F0892,Find Pittsburgh Penguins merchandise such as hockey jerseys.,are you referring to the company or the term do not resuscitate,off_topic,i am referring to the penguins teams. i want merchandise.,"[{'question': 'what kind of penguin are you looking for', 'answer': 'this is not related to my search'}]",no
29,Tell me about ps 2 games?,F0730,Where can I find cheat codes for PlayStation 2 games?,are you referring to playstation 2 games,similar_yes_yes,"Yes, I need to know where I can find cheat codes for PlayStation 2 games.","[{'question': 'would you like to learn how to cheat in ps2 games', 'answer': 'yes but tell me where to find cheat codes'}]",im not looking for trains im looking for rc planes
11,How to prepare for the GMAT?,F0047,I'm looking for the BeatTheGMAT blog and forums.,do you want to know what madam cj walker is famous for,off_topic,No. How can I find the BeatTheGMAT blog and forums?,"[{'question': 'would you like to see a price range for gmat prep classes', 'answer': 'no i want to see the beatthegmat blog and forums'}]",yes cass county
124,Tell me about Bowflex Power Pro.,F0105,Find recall notices for the Bowflex Power Pro.,are you wondering if there has been a recall notice,similar_no_yes,"yes, i want to know about recalls for bowflex power pro","[{'question': 'do you want to know how to use the bowflex power pro', 'answer': 'no i need recall notices for the bowflex power pro'}]",no
17,I'm interested in poker tournaments,F0291,I want to find Texas Hold-Em tournaments.,would you like a schedule of poker tournaments,similar_yes_yes,Yes I would like to schdule poker tournaments but for Texas Holdem.,"[{'question': 'do you want to find local tournaments near you', 'answer': 'yes specifically tournaments for texas holdem'}]",i am looking for places to make such purchases
154,figs,F0214,Find information on nutritional or health benefits of figs.,are you interested in figs health benefits,similar_no_yes,Find information on nutritional or health benefits of figs.,"[{'question': 'if youre interested in recipes would you like savory or sweet receipes do you have other specific ingredients in mind', 'answer': 'no i jsut want nutritional information'}]",no id like to see an image of it
42,I’m looking for the music man.,F0823,Find current performances of The Music Man.,are you looking for information on the music man musical,similar_yes_yes,"Yes, information on the current performances of The Music Man.","[{'question': 'are you interested in the music man', 'answer': 'yes i am looking for current performances of the music man'}]",no i am looking for diseases and injuries in horse hooves not general information
28,I'm interested in InuYasha,F0699,"Find games based on the InuYasha series, either online or for game systems.",are you wondering where tornadoes are more likely,off_topic,find games based on the inuyasha series.,"[{'question': 'how would you like to watch inuyasha episodes', 'answer': 'are there any games that are based on inuyasha'}]",no i want to know how to host a show
186,tell me about UNC,F0361,Find reports of University of North Carolina Chapel Hill athletics.,are you interested in any specific activities at university of carolina,similar_yes_yes,Find reports of University of North Carolina Chapel Hill athletics.,"[{'question': 'would you like to learn about unc sports', 'answer': 'yes can you find reports'}]",yes specifically info about free activities and materials for running a diversity training program in an office
52,Tell me about avp,F0867,Find information about the Avon Products (AVP) company.,would you like information about the alternatives to violence project,similar_no_yes,No I want info about the Avon company.,"[{'question': 'are you looking for the stock symbol avp', 'answer': 'no i would like general information about avon company'}]",no im looking for the different brands of pressure washers
63,Find information about flushing.,F0915,Why do people blush? What is blushing?,do you want to know about a satellite receivers or dishes,off_topic,I want to know why people blush.,"[{'question': 'would you like to know about the plumbing mechanisms of flushing', 'answer': 'this is not related to my search'}]",no i would like to find reviews recipes and products
69,Find sewing instructions for me,F0941,Find helpful sewing tips for beginners.,are you wanting a copy of your credit report,off_topic,"No, I want tips on sewing for a beginner.","[{'question': 'would you like to know some basic tips for sewing', 'answer': 'yes beginner tips'}]",no just reviews and ratings
117,What are specific dangers of asbestos?,F0077,Find mortality rates due to asbestos exposure.,what kind of information are you looking for news or research on the dangers of asbestos,similar_yes_yes,"Yes, I would like to know the mortality rates.","[{'question': 'are you looking for some statistics regarding the exposure of asbestos', 'answer': 'yes the death rates related to asbestos exposure'}]",no i am looking for a walking map of hoboken new jersey
16,I'm looking for information about game and fish in Arizona.,F0239,What are the regulations for hunting and fishing in Arizona?,do you want to get a hunting or fishing license in arizona,similar_no_yes,Not really.  I want to learn about the regulations there.,"[{'question': 'would you like the arizona state fish and game comissions contact information', 'answer': 'no just information on hunting and fishing regulations'}]",no i want to make rock art
70,to be or not to be that is the question,F0946,"Find the text of Hamlet's famous ""To be or not to be"" soliloquy.",are you a dj,off_topic,I cannot say.,"[{'question': 'are you interested in shakespeares plays', 'answer': 'yes i would like to text from the to be or not to be soliloquy in hamlet'}]",yes i need room prices and availability
192,Find condos in Florida.,F0381,Find beachfront condos for sale in Florida.,do you want to be on the beach,similar_yes_yes,Yes. Please find condos for sale on the beachfront in Florida.,"[{'question': 'are you interested in condos in sale', 'answer': 'yes but only beachfront ones located in florida'}]",no i want to know what the capital gains tax rate is and how it is broken down
178,How to cook pork tenderlion,F0326,How do I grill a pork tenderloin on a gas grill?,do you need to cook a pork tenderloin,similar_no_yes,"Yes, and it needs to be on a gas grill.","[{'question': 'price of a pork tenderloin', 'answer': 'no i want to know how do i grill a pork tenderloin on a gas grill'}]",no i want to know where to buy radiocontrolled planes
88,Where can I find information about forearm pain?,F1020,Find information about supports and braces for the forearm to prevent injury or lessen pain.,do you want to know how a us president is elected,off_topic,No i want the information about his current leadership.,"[{'question': 'are you looking for causes of forearm pain', 'answer': 'no i want information about supports and braces'}]",i don know
16,I'm looking for information about game and fish in Arizona.,F0240,I'm looking for the Arizona Fishing Report site.,would you like the arizona state fish and game comissions contact information,similar_yes_yes,Yes where can i get that information in to detais?,"[{'question': 'would you like to see information on fishing in arizona', 'answer': 'yes the arizona fishing report'}]",yes the one for the city of hoboken nj
32,I'm looking for information on web design and hosting.,F0778,What are the cheapest web hosting companies? Who offers free web hosting?,are you interested in paid services,similar_no_yes,"Yes, as long as they are reasonably cheap.","[{'question': 'would you like to see reviews for website hosting and design companies', 'answer': 'no i would like to know which companies offer free or the cheapest web hosting'}]",yes
21,Tell me information about Volvo.,F0457,Find reviews of the Volvo XC90 SUV.,are you looking for the current performance of the music man,off_topic,Find reviews of the Volvo XC90 SUV.,"[{'question': 'are looking for reviews on volvo xc90 suv', 'answer': 'yes'}]",no im looking for more quotes like it
4,How to change the toilet in the house,F0813,How do I fix a toilet that isn't working properly?,do you need to repair your toilet,similar_no_yes,"Yes, I need instructions on how to repair it","[{'question': 'would you like to know the best way to clean a toilet', 'answer': 'no i need to know how to fix a broken toilet'}]",tell me about the problems that all models of ford edge have ever had
137,tell me about rock and gem shows,F0150,rock and gem shows that offer lapidary classes,would you like a list of rock and gem shows in 2019,similar_yes_yes,I want rock and gem shows in 2021 that offer lapidary classes.,"[{'question': 'are you interested in finding rock and gem shows near you', 'answer': 'yes'}]",no i want the newspaper rocky mountain news
186,tell me about UNC,F0360,What campuses are part of the University of North Carolina?,are you trying to look for kucoin shares cryptocurrency,off_topic,"no, i am looking for information about the campuses of university of north carolina","[{'question': 'are you interested in the whereabouts of the university of carolina', 'answer': 'yes specifically campus locations of the university of north carolina'}]",yes i need a home appraisal
87,who invented music,F1014,Who invented the radio?,would you like to know about inventions related to music,similar_no_yes,"yep, i want to know who invented the radio","[{'question': 'do you want to know what kind of music was the first', 'answer': 'no i want to know who invented the radio'}]",yes for coupons
52,Tell me about avp,F0865,Find the homepage for AVP antivirus software.,are you looking for irons melting point,off_topic,Just the homepage please.,"[{'question': 'would you like to know what avp stands for', 'answer': 'no i just want their homepage'}]",no only their native areas
168,What are the causes of lipoma tumors,F0282,What are the treatments for malignant lipolysis?,are you referring to malignant lipolysis,similar_yes_yes,"yes, and i want to know the treatments.","[{'question': 'do you need treatment information for lipoma', 'answer': 'yes'}]",no i want general guides tips and checklists for planning a wedding
67,I'm looking for information on VLDL levels,F0931,How are VLDL levels determined?,would you like things to do to soothe a sore throat,off_topic,"No, I want to learn how VLDL levels are determined.","[{'question': 'are you interested in information about the difference between vldl and hdl levels', 'answer': 'i want to know how they determine vldl levels'}]",yes a map ofthe inside of the us capitol
94,Give me information about Titan.,F1050,Find the homepage for Titan motorcycles.,are you referring to a specific vehicle,similar_yes_yes,I am referring to Titan motorcycles.,"[{'question': 'are you interested in a specific web page', 'answer': 'yes the hompage for titan motorcycles'}]",yes and i need to learn about rock painting
55,tell me about iron,F0880,What foods contain iron?,are you looking for a list of foods that are a good source of iron,similar_no_yes,"Yes, that would be good.","[{'question': 'do you want to know how to craft tools made of iron', 'answer': 'no i want to know what foods contain the mineral iron'}]",no i need the homepage for starbucks
13,map,F0124,I'm looking for an online world atlas.,which mountain ski resort would you like information around the pocono area,off_topic,I am not interested in this topic.,"[{'question': 'are you interested in satellite maps', 'answer': 'no i want an online world atlas'}]",no i am looking for reviews on their products
58,Find information about penguins.,F0891,Find the homepage of the Pittsburgh Penguins,are you looking for a specific web page,similar_no_yes,Show me information about the Pittsburgh Penguins,"[{'question': 'are you looking for some photos', 'answer': 'no i need the pittsburgh penguins homepage'}]",no what kind of solar cells are there
111,I'd like to learn about lymphoma in dogs,F0054,What are the symptoms of lymphoma in dogs?,are you looking for the current president of the united states,off_topic,No the symptoms of lymphoma in dogs please.,"[{'question': 'are you interested in the treatment costs of lymphoma in dogs', 'answer': 'no i neei to know what the symptons are'}]",no i would like to know who is the patron saint of mental illness
68,Find me information about PVC,F0935,What is the material PVC?,are you interested in pvc pipe,similar_no_yes,"No, I want to know what PVC is made out of.","[{'question': 'what project do you want to use the pvc for', 'answer': 'no i want information on what pvc is made of'}]",i just want pictures of horse hooves
185,How do I get my free annual credit report?,F0357,I need the customer service contact information for the three major credit reporting agencies.,do you want to know how to obtain someones credit report,similar_yes_yes,"no, i want phone numbers.","[{'question': 'would you like to know about credit scores', 'answer': 'yes specifically contact info to credit reporting agencies'}]",no
10,Where can I find cheap internet,F0009,Is there a way to get internet access without phone service?,would you like more information of the course of the yellowstone volcano and the different hypothesizes scientest have,off_topic,"No, I want to know how to get internet access without phone service.","[{'question': 'are you wondering who used cheap internet', 'answer': 'no i want internet package excluding phone service'}]",no i just want images of blue throated hummingbirds
153,Tell me about Pocono,F0210,Find general information on tourist activities in Pennsylvania's Pocono Mountains.,are you referring to pocono mountains,similar_no_yes,"Yes, but I want info on things for visitors to do in Pennsylvania's Pocono Mountains.","[{'question': 'would you like to know more about pocono raceway', 'answer': 'no i wanted to know more about the pocono mountains in pennsylvania'}]",yes
184,I’m interested in civil right movement,F0353,Find a timeline of the Civil Rights Movement in the United States.,do you want to know about specific key people,similar_yes_yes,Not necessarily. Just an overview of the timeline.,"[{'question': 'would you like to know what happened during the civil rights movement', 'answer': 'yes and how it originated and what is the history of the civil rights movement'}]",no
185,How do I get my free annual credit report?,F0357,I need the customer service contact information for the three major credit reporting agencies.,shall i take you to any specific pages of yahoo web site,off_topic,No I just need customer service contact information for three major credit reporting agencies.,"[{'question': 'wou you like to know more about 3in1 credit reports', 'answer': 'no'}]",i need best ways to dispose of dog waste
94,Give me information about Titan.,F1049,Find the homepage for Titan watches.,are you referring to the watch brand,similar_yes_yes,yes,"[{'question': 'are you interested in a specific web page', 'answer': 'yes i am interested in the homepage for the titan watches'}]",i just want to know if there are any
53,discovery channel store,F0869,Find the Discovery Channel store homepage.,shall i open discovery channel store homepage,similar_no_yes,"Yes, and tell me where to find the homepage.","[{'question': 'are you looking for locations', 'answer': 'no i am looking for the front page of the discovery channel website'}]",no i want you to find me the sports reporters for the rocky mountain news
113,Tell me more about HP mini 2140,F0060,"retailers, including price information, of the HP Mini 2140 notebook computer",is your question about tourism in vanuatu,off_topic,"no, i want to know pricing information for hp mini 2140.","[{'question': 'do you want to know the specs of hp mini 2140', 'answer': 'yeah i need to know who sells the hp mini 2140 notebook computer and for how much'}]",i dont know
3,How to get organised?,F0767,Find catalogs of office supplies for organization and decluttering.,are you referrring how to get organized,similar_no_yes,I am looking for supplies to do so.,"[{'question': 'are you looking to organize your course work', 'answer': 'no i want information on office supplies to help declutter and organize'}]",i am looking for who said the qoute provided
17,I'm interested in poker tournaments,F0287,I want to find information on the World Series of Poker.,are you looking for the world series of poker,similar_yes_yes,"Yes, I am.","[{'question': 'where would you like to find poker tournaments', 'answer': 'yes but in particular i would like any information onthe world series of poker'}]",would you like directions from your location
17,I'm interested in poker tournaments,F0287,I want to find information on the World Series of Poker.,where would you like to find poker tournaments,similar_no_yes,I would like find out about them anywhere.,"[{'question': 'do you want to know how poker tournaments are played', 'answer': 'no id like information on the world series of poker'}]",yes im looking for a picture of that
43,Find information about the secret garden.,F0828,I'm looking for biographical notes about Frances Hodgson Burnett.,can i provide you information about frances hodgson burnett,similar_yes_yes,"Yes, I want biological notes about her.","[{'question': 'is the secret garden a book you are interested in', 'answer': 'yes i am interested in the author of the book the secret garden'}]",yes
160,What are the best recepies for grilling,F0242,Find kabob recipes.,are you wanting to see sermons by the pastor,off_topic,"no, i want kebab recipes","[{'question': 'do you want to see cookbooks for grilling', 'answer': 'im just looking for recipes now not to buy a cookbook'}]",i would like to know about the citys zoning regulations
137,tell me about rock and gem shows,F0151,information on clubs that host rock and gem shows,are you looking for information about upcoming rock and gem shows,similar_yes_yes,"Yes, and I would like to know about their venues.","[{'question': 'would you like to know about rock and gem shows in washington', 'answer': 'yes also please provide any other rock and gem show clubs'}]",i am only looking for the bluethroated hummimgbird
183,Tell me about kansas city mo,F0348,What hotels are near the Kansas City airport?,are you looking for bedroom furniture,off_topic,No show me hotels that are in the area of the Kansas City aiport,"[{'question': 'would you like to see a map of kansas city mo', 'answer': 'no i want to see hotels near kansas city airport'}]",i need a website with reviews for the ritz carlton lake
150,How can one can become highway patrol,F0200,I want to fill in the customer satisfaction survey about my interaction with a Tennessee Highway Patrol State Trooper.,are you interested to fill a survey for them,similar_no_yes,No I need to complete a survey due to being pulled over by the State Trooper with the Tennessee Highway Patrol.,"[{'question': 'did you want to be informed as to whre the tennesse highway patrol academy is located', 'answer': 'no just customer satisfaction forms'}]",i would like to know how it could be treated
144,where can I buy a trombone?,F0176,good places to sell a used trombone,would you like to see music stores in your area,similar_yes_yes,yes,"[{'question': 'are you looking for a store that sells trombones near you', 'answer': 'yes i need a used trombone'}]",i want to find online sellers
111,I'd like to learn about lymphoma in dogs,F0054,What are the symptoms of lymphoma in dogs?,are you looking for a list of er actors,off_topic,"no, tell me about lymphoma symptoms in dogs","[{'question': 'do you want to know the nearest vet that can help', 'answer': 'no what are the symptoms of lymphoma in dogs'}]",yes i need room prices and availability
89,Give me information on OCD.,F1022,What are the symptoms of obsessive-compulsive disorder?,do you want to know the symptoms of ocd,similar_no_yes,"Yes, what are the symptoms?","[{'question': 'are you interested in ocd medications', 'answer': 'no i am interested in the symptoms'}]",no i am looking for reviews already posted about universal animal cuts
162,Tell me more about dnr,F0254,What are the Maryland Department of Natural Resources' regulations for deer hunting?,do you mean the department of natural resources,similar_no_yes,"Yes, can you tell me what rules they have for hunting deer?","[{'question': 'would you like to fill an application for a hunting licence', 'answer': 'no i want to know more about deer hunting regulations in maryland'}]",no i am looking for voyager learning programs no the voyager space mission
4,How to change the toilet in the house,F0815,I'm looking for a Kohler wall-hung toilet. Where can I buy one?,are you purchasing pork tenderloin today,off_topic,This isn't related to my search.,"[{'question': 'what type of toilet are you looking for', 'answer': 'a kohler wallhung toilet'}]",no i need information on diversity training and activities
1,Tell me about Obama family tree.,F0003,Find biographical information on Barack Obama's mother.,do you want to know more about obamas parents,similar_yes_yes,"Yes, particularly his mother.","[{'question': 'would you like to know about obamas ancestors', 'answer': 'yes specifically his mother'}]",no i need the nutritional information for the starbucks menu
171,Tell me about ron howard.,F0299,What television shows did Ron Howard act in?,would you want to know about ron howards acting career,similar_no_yes,"Yes, particularly his television roles.","[{'question': 'do you want to know how old ron howard is', 'answer': 'no id like to learn what tv shows he was in'}]",no i want to know the name of elvis presleys home
147,tell me about tangible personal property tax,F0184,When is the tangible personal property tax due?,are you talking about a psychology book,off_topic,When is the tangible personal property tax due?,"[{'question': 'would you like to see a list of states which receive tangible personal property tax', 'answer': 'no please tell me when the tangible personal property tax is due'}]",no
115,Tell me about the pacific northwest laboratory.,F0066,"career opportunities at PNL: what openings are currently available, what educational background is required, what prior experience is needed",are you referring to the specific company,similar_yes_yes,"Yes, Pacific Northwest Laboratory.","[{'question': 'do you need information on employment opportunities', 'answer': 'yes i would like to know what is available and if i need a specific degree to work pnl'}]",no im looking for retailers that sell pc memory
9,I am looking for sources of used car parts.,F1028,I'm looking for the car-part.com web site.,do you want to obtain used car parts,similar_yes_yes,"Yes, I want to look for them on the website car-part.com","[{'question': 'do you want to sell used car parts', 'answer': 'yes i need a website to buy used car parts'}]",no i want to know what the capital gains tax rate is and how it is broken down
148,What is martha stewart and imclone?,F0188,looking for information on Martha Stewart's involvement with ImClone,are you interested in martha stewarts role in the company,similar_no_yes,"Yes, I would like to know the connections between the two.","[{'question': 'do you want to know if martha stweart works for the company', 'answer': 'no i am looking for information regarding the connections between martha stewart and imclone'}]",i want to know about nanotechnology in solar panels
55,tell me about iron,F0882,Find information about the element iron (Fe).,are you looking for irons melting point,similar_no_yes,"Yes, and other things about iron in general.","[{'question': 'are you looking to buy an iron for your clothes', 'answer': 'no i need information about the element iron'}]",no estate listings
162,Tell me more about dnr,F0253,What is required to get a hunting license online from the Michigan Department of Natural Resources?,do you mean the department of natural resources,similar_yes_yes,"Yes, the Michigan Department of Natural Resources.","[{'question': 'would you like to know more about hunting rules', 'answer': 'yes would like more information on how to obtain a hunting license as well as hunting rules'}]",no
91,Tell me about er television show.,F1035,Find summaries of episodes from the show ER.,are you interested in summaries of episodes of er tv show,similar_no_yes,"Yes, I would like more information on that topic","[{'question': 'do you want to know awards er has won', 'answer': 'no i want to find summaries of episodes'}]",no i need an example of emplyee performance appraisals
129,Tell me information about Iowa's food stamp program,F0120,Find statistics for the food stamp program in Iowa.,are you looking for more information on food stamps in iowa,similar_no_yes,"yes, give me statistics about the food stamp program in iowa.","[{'question': 'would you like directions to the nearest iowa food stamp office', 'answer': 'no i need statistics for the program'}]",yes jewelry
120,TV on computer,F0089,Looking for information on how to watch television programming on your computer.,do you want to find online tv streaming services,similar_yes_yes,i want to know how i can watch tv on my computer.,"[{'question': 'are you looking for netflix', 'answer': 'yes and another options'}]",maybe i want to find reviews about it first
40,what are the popular jobs in Michigan,F0817,Find career resources and information on job seeking in Michigan.,would you like help searching for work in michigan,similar_yes_yes,"Yes, mainly career resources and job seeking.","[{'question': 'can i take you to the resource page at the michworks website', 'answer': 'yes please show me the resources page'}]",no
99,Tell me more about satilies,F1069,Find providers of satellite internet service.,are you inquiring about satellite tv,similar_no_yes,"no, i want to know providers of satellite internet.","[{'question': 'are you referring to satellite imagery on google maps', 'answer': 'no i am looking for stelitte internet service'}]",i want informaion on the ontario ca airport ammendities
38,How can I adopt a dog,F0805,What should I know about adopting a dog?,are you willing to adopt a shelter dog,similar_yes_yes,"Yes, what do I need to know to make an adoption","[{'question': 'would you like to see local spca or humane societies', 'answer': 'yes'}]",no i just need the seating chart
151,What is a 403b?,F0202,Who is eligible for a 403b plan?,would you like to see resources for retirement investing,similar_yes_yes,"Yes, at least the eligility for a 403b plan.","[{'question': 'are you looking for the information how 403b plan works', 'answer': 'yes i would like to know who is eligible for one'}]",no
21,Tell me information about Volvo.,F0459,Find a Volvo dealer.,are you looking for a specific web site,similar_no_yes,"No, just a Volvo dealer near me.","[{'question': 'are you asking what year the company originated', 'answer': 'no i am just looking for a dealer'}]",no
217,Tell me about kids earth day activities,F0491,What are fun activities kids can do to celebrate Earth Day?,do you want to know more about kid safe earth day activities,similar_yes_yes,What are fun activities kids can do to enjoy and celebrete Earth day?,"[{'question': 'are you looking for craft ideas for kids on earth day', 'answer': 'yes these would be a good start'}]",no i want to know the history
121,Tell me about the sit and reach test.,F0093,"Find out what the ""sit and reach test"" is.",do you want general information about the test,similar_yes_yes,Yes.,"[{'question': 'do you want to know the purpose of the test', 'answer': 'yes and what is the test specifically'}]",no i am looking for the service and facilites offered by the ontario canada airport
75,Find information about tornadoes,F0963,"Find information about tornadoes, what causes them, and where they occur.",are you interested in how tornadoes are formed,similar_no_yes,"Yes, I also want to know where tonrnadoes occur","[{'question': 'are you interested in tornado safety', 'answer': 'no i am interested in where tornadoes occur and what causes them'}]",i need a printable map
36,Which gps receiver I should buy,F0797,Find reviews of GPS units and car navigation systems.,are you looking for car navigators,similar_no_yes,"yes, gps and car navigation reviews","[{'question': 'would you like to know your gps coordinates', 'answer': 'no i want reviews for handheld ups units and portable car navigation systems'}]",no estate listings
80,I'm looking for keyboard reviews,F0989,Find reviews of computer keyboards.,would you like information on this years keyboards,similar_yes_yes,"Yes, but I specifically want to read reviews for the keyboards.","[{'question': 'are you interested in electronic keyboard reviews', 'answer': 'yes'}]",no im looking for information about the website for the city of hoboken nj
119,How to write a thank you letter after an interview?,F0083,Find examples of thank-you letters for sending after an interview.,would you like to know more about writing interview thank you letters,similar_no_yes,"Indeed yes, that will greatly help for example. thank you letter.","[{'question': 'do you want guidelines on how to ace an inteview', 'answer': 'no just examples of post0interview thank youb letters'}]",i need to know what hobby stores carry trains
189,Find information about the gs pay rate,F0370,Find the General Schedule pay tables.,do you need any specific information in relation with the federal wage system,similar_no_yes,general pay tables,"[{'question': 'would you like to see a gs salary calculator', 'answer': 'no i would like to see the gs pay tables'}]",no i want to know what is the best way to get rid of dog waste
129,Tell me information about Iowa's food stamp program,F0117,Find general information about Iowa's food stamps program.,would you like a website about this topic,similar_yes_yes,Yes if the website has info on food stamps in Iowa.,"[{'question': 'are you looking for more information on food stamps in iowa', 'answer': 'yes is there a website to view'}]",i would like information on starbucks nutrition and caolorie count
67,I'm looking for information on VLDL levels,F0931,How are VLDL levels determined?,would you like information about cholesterol reports,similar_no_yes,"No, I want to see how VLDL levels are determined.","[{'question': 'would you like to see charts about vldl levels', 'answer': 'no i would like to know how the levels are determined'}]",yes
180,Tell me about hotels in New York.,F0338,I want to book a room in a hotel that's on Times Square in New York City.,would you like to book a new york hotel,similar_yes_yes,"Yes, a hotel that's on Times Square.","[{'question': 'do you need help finding your new york hotel', 'answer': 'yes i need to book a room'}]",yes id like information about nasa voyager missions
92,Find information about the wall,F1041,"Find sites devoted to the Vietnam Veterans Memorial, such as virtual tours and databases of names inscribed on the wall.",are you referring to the vietnam veterans memorial wall,similar_no_yes,"Yes, give me a website with a database of the names on the wall.","[{'question': 'do you want to know the news about the border wall', 'answer': 'no i want web sites about the vietnam veterans memorial'}]",no i need the site where i can determine room price and availability
78,I'm looking for information on dieting,F0976,Find tips and charts for counting calories while dieting.,would you like to know more about dieting products for weight loss,similar_yes_yes,"Yes, specifically about counting calories.","[{'question': 'will the dieting be in combination with exercise or weight training', 'answer': 'yes but i also need charts and tips for calorie counting while im on a diet'}]",yes specifically how to build adobe houses
159,Find information on Porterville.,F0237,Find the homepage of the Porterville Recorder newspaper.,is there any specific web page on your mind,similar_no_yes,"Yes, I want the homepage of the Porterville Recorder newspaper webpage.","[{'question': 'are you looking for a hotel near porterville', 'answer': 'no i want the website for the porterville recorder newspaper'}]",no
135,Tell me about source of the nile,F0144,information on the feud between Speke and Burton over the discovery of the source of the Nile river,do you want a map,similar_yes_yes,"No, not a map, I only want information on the feud between Speke and Burton.","[{'question': 'are you referring to the nile river', 'answer': 'yes i want information on the feud between speke and burton over the discovery of the source of the river'}]",no i am interested in whether they can prediect cervical cancer
103,Tell me about madam cj walker,F0019,Find historical information about Madam C. J. Walker.,do you want to know what madam cj walker is famous for,similar_yes_yes,Yes.,"[{'question': 'would you like to know the birthplace of madam cj walker', 'answer': 'yes'}]",yes i want to know who said it and why
46,Give me information about Alexian Brothers hospitals.,F0838,Go to the Alexian Brothers Health System homepage.,do you need their homepage,similar_no_yes,Yes.,"[{'question': 'are you looking for the alexian brothers lay catholic order', 'answer': 'no thats not the alexian brothers that im looking for'}]",no i want to find thepowerwasheradvisorcom website
63,Find information about flushing.,F0915,Why do people blush? What is blushing?,do you want to know why your face is flushing,similar_no_yes,I am interested in why people's faces begin to blush. Why do they do it?,"[{'question': 'are you looking for a specific product in flushing queens', 'answer': 'no i want to know what makes people blush'}]",no not the video game i need the defender marine supplies homepage
170,Tell me about scooters.,F0293,Find kids' scooters for sale.,are you looking for locations that have the scooters,similar_yes_yes,"Yes, I am looking for the best place for scooters at a reasonable price.","[{'question': 'there are some cool deals available shall i show them', 'answer': 'yes please'}]",no i would like the archives of the articles in the milwaukee journal sentinel
81,Tell me about Afganistan.,F0992,"Find information about Afghanistan's history, government, religion, and culture.",would you like historical information about afghanistan,similar_no_yes,Yes.,"[{'question': 'are you looking for current news about afghanistan', 'answer': 'no i want historical information on government culture and religion'}]",no a different kind of business establishment but not hotels
14,I'm interested in dinosaurs,F0162,"I'm looking for a list of all (or many of) the different kinds of dinosaurs, with pictures.",are you looking for dinosaur books,similar_yes_yes,"no, i just want a list of names of dinosaurs.","[{'question': 'do you want a list of dinosaur names', 'answer': 'yes i would also like the list to include pictures of the dinosaurs'}]",no i would like to find the homepage for the city of hoboken nj
28,I'm interested in InuYasha,F0697,I'm looking for pictures and wallpaper images from InuYasha.,would you like to see inuyasha manga,similar_no_yes,"No, I just want pictures and wallpapers for my computer background.","[{'question': 'would you like to watch an inuyasha movie', 'answer': 'no im looking for inuyasha pictures and wallpapers'}]",yes i am looking for example of poems to carry
